"inq_last_6mths","pub_rec","revol_bal","dti","home_ownership"
0,0,9649,5.51,"MORTGAGE"
3,0,27294,17.58,"MORTGAGE"
2,0,17187,24.19,"MORTGAGE"
0,0,5274,24.45,"MORTGAGE"
2,0,31321,22.79,"MORTGAGE"
0,0,16599,13.09,"MORTGAGE"
0,0,11010,7.06,"OWN"
1,0,819,16.15,"MORTGAGE"
0,0,6149,9.56,"MORTGAGE"
0,0,18572,4.74,"RENT"
1,1,5903,16.75,"RENT"
0,0,13483,18.67,"RENT"
1,0,33327,30.2,"MORTGAGE"
0,0,4007,12.82,"RENT"
3,0,3621,39.89,"OWN"
1,0,485,12.48,"RENT"
0,0,17080,21.12,"MORTGAGE"
1,0,10742,30.68,"RENT"
0,0,9772,6.56,"RENT"
3,0,21918,23.15,"RENT"
0,0,7479,15.31,"MORTGAGE"
1,0,11818,13.74,"RENT"
0,0,9658,14.91,"MORTGAGE"
1,0,22532,11.86,"MORTGAGE"
1,0,28988,32.83,"RENT"
0,0,28981,11.13,"MORTGAGE"
0,1,2408,12.81,"MORTGAGE"
0,0,35345,20.93,"MORTGAGE"
1,0,14,2.85,"RENT"
0,0,10601,17.13,"MORTGAGE"
1,0,24292,10.72,"MORTGAGE"
0,0,3963,2.71,"RENT"
0,0,11212,13.47,"RENT"
0,0,16657,30.49,"MORTGAGE"
2,1,3602,34.73,"RENT"
3,0,41777,20.8,"RENT"
1,0,18013,16.56,"RENT"
1,0,5152,23.85,"RENT"
1,0,8076,7.64,"RENT"
0,1,9812,28.5,"MORTGAGE"
1,0,4013,19.8,"RENT"
2,0,4205,3.89,"MORTGAGE"
0,0,31772,26.13,"RENT"
1,0,916,39.57,"RENT"
0,0,14599,21.29,"MORTGAGE"
0,1,2320,16.35,"MORTGAGE"
0,0,53221,16.14,"MORTGAGE"
1,0,6366,7.16,"RENT"
1,0,7590,2.88,"MORTGAGE"
0,1,2933,22.11,"RENT"
3,0,8862,24.89,"MORTGAGE"
1,1,25710,14.54,"MORTGAGE"
0,0,18043,32.62,"RENT"
0,0,15436,13.76,"RENT"
0,0,4586,14.35,"RENT"
0,0,6141,14.31,"MORTGAGE"
2,1,4386,17.42,"RENT"
2,0,3126,12.27,"RENT"
0,0,38676,26.97,"RENT"
1,0,46846,15.39,"RENT"
0,0,4039,28.98,"RENT"
0,0,10759,19.73,"RENT"
0,2,664,6.84,"MORTGAGE"
0,0,26154,16.76,"MORTGAGE"
1,0,9786,28.05,"MORTGAGE"
0,0,13307,34.37,"RENT"
0,0,2462,6.07,"OWN"
1,0,658,30.42,"MORTGAGE"
1,0,8924,19.09,"OWN"
0,0,23975,13.11,"RENT"
0,0,1194,8.15,"RENT"
0,0,14595,15.55,"RENT"
0,1,14142,31.21,"MORTGAGE"
0,0,33784,16.8,"RENT"
0,0,19733,13.81,"RENT"
1,1,17559,11.25,"MORTGAGE"
1,0,13440,14.35,"RENT"
0,0,12470,22.61,"MORTGAGE"
0,0,29210,25.13,"MORTGAGE"
1,0,85892,4.06,"MORTGAGE"
2,2,11724,29.81,"RENT"
1,0,7915,12.84,"RENT"
0,0,18476,25.24,"MORTGAGE"
0,0,33863,31.41,"MORTGAGE"
2,0,19816,33.35,"MORTGAGE"
0,1,14976,5.91,"MORTGAGE"
0,0,2185,4.23,"RENT"
1,0,6085,26.34,"RENT"
0,1,12513,11.75,"MORTGAGE"
0,0,7347,19.25,"MORTGAGE"
1,0,11944,8.36,"RENT"
0,0,2568,23.85,"MORTGAGE"
0,0,5360,24.32,"RENT"
3,0,40136,18.17,"MORTGAGE"
0,0,40135,27.56,"MORTGAGE"
0,0,53795,10.29,"OWN"
4,0,3580,22.29,"RENT"
3,0,20817,14.78,"MORTGAGE"
0,0,30698,23.43,"MORTGAGE"
0,0,32609,23.24,"MORTGAGE"
2,0,20800,16.5,"RENT"
0,0,40759,29.34,"RENT"
2,0,21705,24.05,"OWN"
0,0,3743,37.65,"MORTGAGE"
0,0,11758,20.49,"MORTGAGE"
0,0,21284,13.7,"RENT"
3,0,7420,20.55,"MORTGAGE"
0,2,15363,5.45,"MORTGAGE"
0,0,15328,18.1,"MORTGAGE"
2,0,10943,27.18,"MORTGAGE"
0,0,29012,15,"MORTGAGE"
0,0,7079,13.47,"RENT"
1,0,3026,2.65,"OWN"
1,1,4048,19.95,"MORTGAGE"
1,1,6012,6.89,"RENT"
0,0,258497,13.11,"OWN"
0,0,28662,14.87,"RENT"
1,0,4714,8.38,"RENT"
0,0,11537,21.28,"MORTGAGE"
1,0,9204,8.2,"MORTGAGE"
0,0,11813,21.89,"MORTGAGE"
0,0,16745,27.37,"MORTGAGE"
0,0,3756,9.12,"RENT"
0,0,26582,21.66,"MORTGAGE"
0,1,4625,13.87,"RENT"
0,0,8309,16.82,"MORTGAGE"
1,0,17174,17.87,"MORTGAGE"
0,0,8645,18.32,"RENT"
0,0,104738,21.54,"MORTGAGE"
0,0,5493,15.03,"MORTGAGE"
1,0,4108,25.43,"RENT"
1,0,26250,10.27,"OWN"
2,0,13428,8.18,"RENT"
0,0,15809,20.85,"RENT"
0,0,15250,20.94,"OWN"
1,0,22645,18.48,"MORTGAGE"
1,0,20846,12.1,"OWN"
1,0,11388,12.71,"MORTGAGE"
2,0,38879,32.04,"MORTGAGE"
0,0,27922,24.14,"MORTGAGE"
1,0,9084,12.52,"MORTGAGE"
0,0,14117,6.34,"MORTGAGE"
0,1,12897,26.3,"OWN"
2,0,28123,17.78,"MORTGAGE"
3,2,558,1.7,"MORTGAGE"
1,0,14765,5.45,"MORTGAGE"
1,1,5045,13.18,"RENT"
0,0,14129,14.51,"MORTGAGE"
0,0,16196,30.37,"MORTGAGE"
1,0,20656,7.01,"MORTGAGE"
0,0,7932,18.11,"RENT"
0,0,16561,13.15,"MORTGAGE"
2,0,10141,27.44,"MORTGAGE"
0,0,50288,20.35,"MORTGAGE"
0,0,2246,6.41,"MORTGAGE"
1,0,40883,23.86,"MORTGAGE"
0,1,10358,17.15,"RENT"
1,1,9289,10.92,"MORTGAGE"
1,0,9751,20.23,"MORTGAGE"
0,0,20433,18.74,"OWN"
0,0,30293,18.37,"MORTGAGE"
0,0,26045,32.46,"RENT"
1,1,11597,14.09,"MORTGAGE"
0,0,10250,26.11,"MORTGAGE"
0,1,12698,17.01,"RENT"
0,0,41589,23.48,"MORTGAGE"
2,0,18106,34.65,"MORTGAGE"
0,0,11412,7.96,"MORTGAGE"
1,0,30048,35.57,"MORTGAGE"
0,0,8954,15.46,"RENT"
0,0,13076,9.21,"OWN"
1,0,17126,27.32,"RENT"
3,0,190090,39.98,"MORTGAGE"
1,0,36741,23.67,"MORTGAGE"
0,9,8295,26.52,"RENT"
0,0,32933,27.42,"RENT"
2,0,32830,14.2,"MORTGAGE"
1,0,19833,37.13,"MORTGAGE"
1,1,3352,30.51,"RENT"
0,1,9775,7.04,"RENT"
0,0,11907,10.84,"OWN"
0,0,13726,16,"RENT"
0,0,27583,27.41,"MORTGAGE"
1,0,19748,24.08,"MORTGAGE"
1,1,17812,31.92,"RENT"
1,1,10027,39.69,"MORTGAGE"
0,0,9219,10.89,"MORTGAGE"
0,1,7593,17.75,"RENT"
0,0,14220,21.86,"RENT"
1,0,24355,11.3,"MORTGAGE"
1,0,1200,9.55,"RENT"
0,0,26178,18.57,"RENT"
0,0,62565,23.52,"MORTGAGE"
1,2,5214,27.37,"MORTGAGE"
0,0,17756,31.54,"RENT"
0,0,17520,11.82,"MORTGAGE"
0,0,8901,26.92,"MORTGAGE"
3,0,11624,13.44,"MORTGAGE"
1,0,34514,15.21,"MORTGAGE"
1,0,14181,28.32,"RENT"
1,0,8265,10.63,"RENT"
0,0,18309,12.13,"RENT"
0,0,10834,34.91,"MORTGAGE"
0,0,22749,20.33,"RENT"
1,0,902,0.62,"MORTGAGE"
3,0,108,0.27,"RENT"
0,0,32787,18.73,"MORTGAGE"
1,1,2820,7.06,"RENT"
2,0,14820,33.51,"RENT"
1,0,6840,16.32,"RENT"
3,0,9864,12.64,"MORTGAGE"
1,0,8234,30.45,"RENT"
0,0,11485,16.58,"RENT"
1,1,1964,23.87,"MORTGAGE"
0,1,18846,23.18,"RENT"
1,0,10356,15.02,"MORTGAGE"
1,0,8704,14.12,"MORTGAGE"
1,0,33674,25.49,"OWN"
0,0,16179,14.77,"MORTGAGE"
0,0,22038,20.93,"MORTGAGE"
0,0,13393,16.49,"MORTGAGE"
2,0,8997,5.52,"OWN"
1,0,5592,35.76,"RENT"
1,1,11540,33.12,"MORTGAGE"
2,1,10016,30.45,"RENT"
0,0,7417,33.83,"RENT"
0,0,15300,21.67,"OWN"
0,1,5524,13.89,"RENT"
0,0,307,11.73,"MORTGAGE"
0,0,26741,8.6,"RENT"
0,3,4144,13.21,"OWN"
0,1,6686,37.11,"RENT"
2,0,16619,10.89,"RENT"
0,0,5229,8.88,"RENT"
0,2,2771,5.05,"RENT"
0,0,24148,12.19,"RENT"
0,0,3857,11.67,"OWN"
0,0,7519,15.68,"OWN"
3,0,2821,26.97,"OWN"
0,0,7249,16.8,"OWN"
2,0,16732,33.32,"OWN"
1,0,3253,7.96,"MORTGAGE"
1,0,14535,13.65,"MORTGAGE"
0,0,21756,9.93,"MORTGAGE"
2,1,3376,18.11,"MORTGAGE"
0,0,29795,20.68,"MORTGAGE"
0,0,16499,18.67,"RENT"
0,1,6576,21.62,"RENT"
0,0,32854,15.58,"MORTGAGE"
1,1,9069,18.75,"RENT"
0,0,16888,9.31,"MORTGAGE"
0,0,23357,21.45,"MORTGAGE"
2,1,12889,18.54,"MORTGAGE"
1,0,15991,13.98,"MORTGAGE"
1,0,15320,26.27,"MORTGAGE"
5,0,61832,20.56,"MORTGAGE"
2,0,27589,16.8,"MORTGAGE"
0,0,36406,16.77,"RENT"
0,0,14863,24.62,"RENT"
0,0,28130,8.97,"MORTGAGE"
0,1,5132,2.36,"RENT"
2,0,3286,21.01,"OWN"
3,4,6926,3.92,"RENT"
0,0,35007,20.11,"RENT"
2,0,13885,24.13,"MORTGAGE"
0,1,2666,3.04,"RENT"
0,0,25704,17.64,"MORTGAGE"
1,0,12674,17.36,"MORTGAGE"
0,0,11384,5.82,"OWN"
3,0,2745,20.22,"MORTGAGE"
3,0,54428,13.7,"MORTGAGE"
1,0,132570,14.06,"MORTGAGE"
0,0,28289,22.2,"RENT"
0,0,17680,30.84,"RENT"
1,0,7413,23.3,"MORTGAGE"
0,0,13294,25.47,"MORTGAGE"
2,1,6697,16.8,"RENT"
3,1,2827,21.79,"RENT"
0,0,9705,34.48,"RENT"
1,0,10987,9.52,"MORTGAGE"
2,0,45873,21.15,"MORTGAGE"
0,0,11000,28.19,"MORTGAGE"
0,0,21795,5.26,"MORTGAGE"
0,0,6874,9.42,"RENT"
1,0,16039,15.16,"MORTGAGE"
0,0,40023,16.67,"MORTGAGE"
0,2,6733,28.04,"RENT"
0,0,24128,14.18,"MORTGAGE"
1,0,33428,24.88,"OWN"
1,0,5408,16.64,"RENT"
0,0,42043,21.77,"MORTGAGE"
5,1,2257,19.92,"MORTGAGE"
0,0,4593,13.63,"MORTGAGE"
0,0,27009,28.36,"MORTGAGE"
0,0,8261,18.53,"MORTGAGE"
0,0,7140,7.71,"OWN"
1,0,33389,10.98,"MORTGAGE"
1,0,55438,28.77,"RENT"
1,1,2327,12.56,"RENT"
0,0,7818,17.85,"RENT"
0,2,18649,15.5,"MORTGAGE"
0,0,34835,24.23,"RENT"
3,0,15219,22.45,"RENT"
1,1,5778,15.14,"RENT"
3,0,30261,15.35,"RENT"
0,0,14874,18.26,"MORTGAGE"
2,0,26278,12.37,"RENT"
0,0,11037,25.1,"MORTGAGE"
1,0,4699,38.02,"RENT"
0,0,5959,3.36,"RENT"
0,0,7838,27.07,"RENT"
1,0,6061,13.21,"MORTGAGE"
1,0,710,8.79,"MORTGAGE"
0,1,7165,17.35,"MORTGAGE"
1,0,26611,33.62,"MORTGAGE"
0,0,18204,28.36,"MORTGAGE"
0,0,8228,17.67,"RENT"
1,0,9943,19.4,"MORTGAGE"
1,1,3098,2.75,"MORTGAGE"
2,0,46828,23.54,"MORTGAGE"
0,0,10913,10.6,"MORTGAGE"
0,0,13185,22.82,"MORTGAGE"
1,0,23297,21.84,"OWN"
0,0,10582,24.36,"MORTGAGE"
1,0,25824,35.49,"MORTGAGE"
2,0,11563,32.53,"OWN"
0,1,12096,8.34,"OWN"
0,2,4211,10.05,"MORTGAGE"
2,0,7651,13.34,"MORTGAGE"
1,1,6035,21.32,"RENT"
0,0,23229,23.6,"MORTGAGE"
0,0,10083,11.09,"MORTGAGE"
0,0,4561,9.79,"MORTGAGE"
3,0,11048,15.62,"MORTGAGE"
0,0,6179,8.74,"RENT"
0,0,6895,10.63,"RENT"
1,1,4982,15.76,"MORTGAGE"
1,0,1787,14.65,"MORTGAGE"
1,0,9404,21.87,"MORTGAGE"
0,0,17804,21.13,"MORTGAGE"
0,0,10466,23.76,"MORTGAGE"
0,0,10395,18.24,"RENT"
0,1,41268,27.57,"MORTGAGE"
0,0,20237,28.7,"MORTGAGE"
0,0,3450,8.26,"RENT"
0,0,5836,20.1,"MORTGAGE"
0,1,15288,13.57,"MORTGAGE"
0,0,4595,12.23,"RENT"
1,0,12456,17.62,"RENT"
5,1,2472,29.41,"RENT"
5,0,8331,25.26,"OWN"
2,1,16057,19.62,"RENT"
1,0,3584,18.27,"RENT"
1,0,19787,31.22,"RENT"
1,0,7453,11.22,"MORTGAGE"
0,0,15431,20.15,"MORTGAGE"
1,0,978,25.18,"RENT"
0,0,7026,18.05,"OWN"
0,0,12722,38.69,"RENT"
0,0,3915,18.04,"MORTGAGE"
1,0,15980,12.01,"MORTGAGE"
2,3,21938,17.98,"MORTGAGE"
1,0,5923,7.56,"OWN"
0,0,7246,21.04,"RENT"
1,0,55730,12.26,"MORTGAGE"
1,0,8146,12.75,"MORTGAGE"
0,0,4678,16.1,"MORTGAGE"
0,0,6227,11.62,"MORTGAGE"
2,1,895,22.27,"MORTGAGE"
0,0,38442,21.34,"RENT"
0,0,13543,23.26,"RENT"
0,0,10637,4.07,"MORTGAGE"
0,0,812,22.87,"RENT"
0,1,5960,18.66,"RENT"
0,1,4516,18.49,"RENT"
0,0,29808,22.75,"RENT"
0,0,7228,9.66,"MORTGAGE"
2,0,7646,9.65,"MORTGAGE"
0,0,18692,27.89,"MORTGAGE"
1,0,12731,24.32,"MORTGAGE"
0,0,12351,15.29,"OWN"
2,0,11075,9.05,"MORTGAGE"
0,0,25998,14.71,"OWN"
1,0,3936,25.88,"MORTGAGE"
0,0,20204,22.06,"MORTGAGE"
1,0,11106,7.08,"RENT"
0,0,3219,5.59,"MORTGAGE"
1,1,3843,12.44,"RENT"
2,0,11432,20.34,"RENT"
2,3,15494,21.14,"MORTGAGE"
0,0,29507,10.59,"MORTGAGE"
1,0,5527,11.03,"RENT"
0,1,0,0,"MORTGAGE"
0,0,6178,24.52,"MORTGAGE"
4,0,48371,39.59,"OWN"
1,0,5714,12.92,"RENT"
0,0,7302,23.75,"RENT"
0,0,4688,5.14,"RENT"
1,0,4153,11.18,"MORTGAGE"
1,0,7845,18.39,"RENT"
0,0,9213,29.69,"OWN"
0,1,6559,14.49,"MORTGAGE"
1,0,13617,21.9,"RENT"
3,0,27403,20.18,"MORTGAGE"
0,0,38144,18.68,"MORTGAGE"
0,0,20365,33.92,"RENT"
0,0,17248,11.51,"MORTGAGE"
1,0,5887,22.94,"MORTGAGE"
4,0,18466,20.16,"MORTGAGE"
0,0,15064,16.52,"MORTGAGE"
0,0,28907,34.9,"RENT"
0,0,9286,33.71,"MORTGAGE"
1,0,10924,7.34,"OWN"
0,0,54569,22.2,"MORTGAGE"
3,1,5212,4.46,"RENT"
1,0,2922,3.33,"MORTGAGE"
0,0,38790,12.98,"MORTGAGE"
2,0,39837,12.03,"RENT"
0,0,33137,27.66,"RENT"
0,1,4309,28.5,"RENT"
1,0,24048,23.4,"RENT"
1,0,36298,28.22,"RENT"
1,0,11275,32.65,"RENT"
0,0,11328,29.96,"MORTGAGE"
1,0,25054,9.06,"MORTGAGE"
0,0,59555,33.37,"RENT"
2,0,1632,12.69,"RENT"
1,1,9271,13.83,"MORTGAGE"
0,0,33851,15.91,"MORTGAGE"
0,0,16089,13.84,"OWN"
0,1,13583,31.83,"OWN"
2,0,17047,17.18,"MORTGAGE"
0,0,14989,27.25,"MORTGAGE"
0,0,12151,6.41,"RENT"
0,0,3472,12.38,"RENT"
2,0,28221,20.56,"MORTGAGE"
1,0,8998,30.62,"RENT"
2,0,21451,18.17,"OWN"
0,2,11547,10.35,"RENT"
0,0,33717,16.51,"RENT"
0,1,11904,23.43,"RENT"
3,0,39947,29.16,"RENT"
0,1,3193,4.54,"OWN"
1,0,6839,28.42,"MORTGAGE"
0,0,17088,25.92,"MORTGAGE"
1,0,961,5.18,"MORTGAGE"
0,1,13062,22.79,"MORTGAGE"
1,0,2458,14.57,"OWN"
0,0,16345,9.18,"RENT"
0,2,381,1.22,"RENT"
2,0,10901,4.28,"MORTGAGE"
1,1,6768,21.52,"RENT"
0,0,7128,25.93,"MORTGAGE"
0,0,54833,39,"OWN"
0,1,12360,10.69,"RENT"
1,0,18151,12.11,"RENT"
2,0,33487,23.3,"MORTGAGE"
0,0,12603,33.92,"OWN"
2,0,3185,17.57,"RENT"
1,0,21317,23.46,"MORTGAGE"
0,0,3881,28.65,"OWN"
1,2,6849,5.49,"MORTGAGE"
1,0,9445,3.6,"OWN"
0,0,86599,23.01,"MORTGAGE"
0,1,4586,23.18,"MORTGAGE"
0,0,6591,18.94,"MORTGAGE"
1,0,42676,19.54,"MORTGAGE"
0,0,22806,37.54,"OWN"
0,0,7063,12.5,"RENT"
0,1,7705,11.27,"MORTGAGE"
2,0,5234,19.62,"MORTGAGE"
0,1,10333,5.78,"RENT"
0,0,20110,20.03,"RENT"
0,0,20940,26.63,"RENT"
0,0,10903,23.12,"OWN"
0,1,6997,17.36,"MORTGAGE"
1,0,34170,16.72,"MORTGAGE"
0,0,30256,20.12,"RENT"
0,0,3532,17.28,"MORTGAGE"
2,0,19833,13.75,"MORTGAGE"
1,0,35130,36.11,"MORTGAGE"
2,0,9441,12.46,"RENT"
0,0,48551,30.43,"MORTGAGE"
0,1,8287,22.81,"RENT"
1,0,4849,8.92,"MORTGAGE"
0,0,14571,33.97,"MORTGAGE"
0,0,5240,29.95,"RENT"
2,2,14862,15.45,"MORTGAGE"
1,0,8409,17.43,"MORTGAGE"
0,2,4237,10.9,"RENT"
0,0,24231,29.84,"OWN"
1,0,23302,30.2,"RENT"
0,0,18297,18.08,"MORTGAGE"
0,0,43887,20.74,"MORTGAGE"
0,0,29266,7.3,"MORTGAGE"
1,1,4267,6.29,"MORTGAGE"
0,0,5442,7.74,"RENT"
1,0,20442,15.58,"MORTGAGE"
2,0,17193,27.36,"MORTGAGE"
0,0,1182,16,"RENT"
0,0,31539,13.41,"MORTGAGE"
1,0,11099,31.78,"RENT"
0,0,17551,9.4,"OWN"
0,1,8168,14.57,"MORTGAGE"
0,0,16922,23.83,"MORTGAGE"
1,0,5822,1.54,"RENT"
0,0,24614,28.69,"RENT"
0,0,25398,39.58,"RENT"
3,0,8961,13.68,"MORTGAGE"
0,1,4002,10.49,"MORTGAGE"
2,0,13685,18.68,"OWN"
0,0,23756,22.29,"RENT"
0,0,19049,16.99,"MORTGAGE"
1,0,13595,10.27,"MORTGAGE"
0,0,32271,13.12,"MORTGAGE"
0,0,5210,31.13,"RENT"
2,0,22937,32.93,"RENT"
0,0,4896,21.51,"MORTGAGE"
0,0,16639,9.25,"RENT"
0,0,18941,9.18,"MORTGAGE"
0,0,51939,17.24,"RENT"
1,1,3934,6.81,"MORTGAGE"
0,0,3220,21.84,"MORTGAGE"
1,0,6256,8.25,"MORTGAGE"
0,0,40466,33.82,"RENT"
0,0,4633,4.92,"RENT"
1,0,11297,25,"RENT"
0,0,38555,32.2,"MORTGAGE"
0,0,77213,28.4,"MORTGAGE"
0,0,4004,18.23,"MORTGAGE"
1,0,5890,20.54,"RENT"
0,0,4972,16.11,"RENT"
0,0,5753,14.4,"RENT"
0,0,11672,18.35,"RENT"
1,0,5473,11.68,"RENT"
0,0,32990,35.73,"MORTGAGE"
1,0,22821,26.6,"MORTGAGE"
1,0,15259,17.35,"RENT"
3,0,34498,30.65,"MORTGAGE"
4,1,4082,12.86,"RENT"
0,0,12784,29.06,"RENT"
0,1,879,11.05,"MORTGAGE"
0,0,7199,22.15,"RENT"
2,0,493,2.47,"RENT"
0,2,5739,32.5,"RENT"
2,1,14850,10.85,"MORTGAGE"
0,0,6818,3.57,"RENT"
0,0,13071,24.79,"RENT"
2,0,29614,22.69,"MORTGAGE"
1,1,4466,14.34,"MORTGAGE"
3,0,3491,11.47,"RENT"
0,0,26551,35.88,"MORTGAGE"
1,0,8944,16.48,"RENT"
0,0,7916,13.96,"MORTGAGE"
1,1,3909,10.82,"MORTGAGE"
0,0,11570,18.26,"RENT"
1,0,128109,21.14,"MORTGAGE"
1,0,9545,10.8,"RENT"
0,0,14432,13.82,"MORTGAGE"
1,0,18362,14.49,"RENT"
0,0,11839,10.44,"MORTGAGE"
0,1,7309,17.31,"RENT"
4,0,12768,6.29,"MORTGAGE"
0,0,19103,14,"RENT"
0,0,14599,25.83,"OWN"
0,0,18040,24.27,"MORTGAGE"
3,0,20050,15.45,"RENT"
0,0,36458,12.57,"RENT"
0,0,58023,16.91,"MORTGAGE"
1,0,4114,17.5,"OWN"
1,0,10583,18.21,"RENT"
0,0,23132,10.15,"RENT"
0,0,7950,5.18,"MORTGAGE"
0,0,6508,12.16,"RENT"
0,0,5177,35.58,"OWN"
0,1,12626,14.45,"MORTGAGE"
1,0,5183,15.87,"MORTGAGE"
0,0,11601,12.75,"OWN"
0,0,19541,13.15,"MORTGAGE"
2,0,33987,16.84,"RENT"
2,3,5618,13.77,"MORTGAGE"
2,0,6611,3.12,"MORTGAGE"
2,0,17478,33.3,"MORTGAGE"
2,0,38537,18.49,"MORTGAGE"
2,0,16273,22.69,"OWN"
1,0,17978,14.54,"MORTGAGE"
1,3,12515,13.65,"RENT"
0,0,8520,10.13,"RENT"
0,0,26825,21.26,"MORTGAGE"
0,2,5372,5.06,"MORTGAGE"
1,0,12601,24.19,"OWN"
1,0,27429,23.98,"MORTGAGE"
1,0,1950,12.28,"MORTGAGE"
0,0,13031,16.26,"MORTGAGE"
2,0,292,18.99,"RENT"
0,0,49125,18.36,"MORTGAGE"
0,0,43013,27.76,"OWN"
0,0,21338,10.13,"MORTGAGE"
0,0,19979,20.36,"MORTGAGE"
0,0,3453,27.93,"MORTGAGE"
0,1,51855,14.79,"MORTGAGE"
3,0,2911,29.6,"RENT"
2,0,10327,26.36,"RENT"
2,0,25567,24.87,"MORTGAGE"
0,0,5956,25.27,"RENT"
1,0,35128,22.41,"MORTGAGE"
1,0,7903,13.56,"RENT"
1,0,8389,18.24,"MORTGAGE"
0,0,39007,16.79,"RENT"
0,0,19859,25.71,"MORTGAGE"
0,0,11399,19.14,"MORTGAGE"
0,0,6393,38.4,"RENT"
0,1,6382,10.22,"MORTGAGE"
3,1,428,26.2,"RENT"
0,0,3513,25.98,"RENT"
0,0,74338,32.82,"OWN"
2,0,14252,19.27,"MORTGAGE"
0,0,16964,23.84,"RENT"
0,0,3534,18.23,"MORTGAGE"
0,1,14080,17.87,"MORTGAGE"
2,0,7706,24.32,"MORTGAGE"
1,0,7852,39.18,"RENT"
0,0,13073,12.1,"RENT"
1,0,31328,19.33,"MORTGAGE"
0,0,16134,16.42,"MORTGAGE"
1,0,8606,22.8,"MORTGAGE"
0,1,7528,19.64,"MORTGAGE"
0,0,7842,20.34,"RENT"
1,1,7234,38.82,"RENT"
3,0,7979,13.87,"MORTGAGE"
1,0,18596,26.58,"MORTGAGE"
1,1,7841,3.42,"RENT"
0,1,3398,22.85,"OWN"
0,0,34940,12.99,"MORTGAGE"
2,1,6646,17.64,"RENT"
0,0,13918,20.72,"MORTGAGE"
1,1,1554,9.25,"RENT"
0,0,8132,14.22,"MORTGAGE"
0,5,14038,9.88,"MORTGAGE"
0,0,8757,26.06,"MORTGAGE"
0,0,12731,21.78,"RENT"
0,0,75947,17.2,"RENT"
1,0,6318,20.45,"RENT"
0,0,11304,38.23,"MORTGAGE"
1,0,13194,7.65,"RENT"
0,0,4199,14.44,"MORTGAGE"
2,0,17709,13.63,"RENT"
1,0,10669,23.26,"RENT"
0,0,20060,12.55,"RENT"
0,1,1629,9.92,"RENT"
0,0,33977,31.37,"OWN"
1,0,5622,34.04,"MORTGAGE"
0,0,23538,14.21,"OWN"
1,0,15291,30.88,"RENT"
0,0,9545,18.03,"RENT"
